"Country","Province","City","Latitude","Longitude","Population","Year",
"Bolivia","","La Paz","-16.5","-68.15","953400","87"
"Bolivia","","Sucre","-19","-65.1","110000","87"
"Bolivia","","Cochabamba","-17.1","-66","304000","87"
