"Morocco","","Rabat","1385872","94"
"Morocco","","Agadir","550200","94"
"Morocco","","Fes","774754","94"
"Morocco","","Kenitra","448785","94"
"Morocco","","Khouribga","294680","94"
"Morocco","","Marrakech","745541","94"
"Morocco","","Meknes","530171","94"
"Morocco","","Oujda","678778","94"
"Morocco","","Safi","376038","94"
"Morocco","","Tanger","526215","94"
"Morocco","","Casablanca","2940623","94"
"Morocco","","Beni Mellal","386505","94"
"Morocco","","Tetouan","367349","94"
